;;; ONCOPROD RS ;; ONCOPROD PE ;;ONCOPROD SP;;;;;;;;ONCOPROD DF;;;;;;; ONCOPROD ES  ;;
C�D;CLASSIFICA��O FISCAL;ORIGEM;  ICMS 17% ;  ICMS 18% ;  ICMS 17% ;  ICMS 18% ; ICMS 12%; ICMS 17%;CLIENTES GO; ICMS 17,5%; ICMS 18%; CLIENTES SP; CLIENTES SPI; ICMS 20% ; ICMS 12%;   ICMS 17% ;   CLIENTES DF ;   ICMS 17,5% ;   ICMS 18% ;  CLIENTES SPI ; ICMS 20% ; ICMS 12%;ICMS 17%;ICMS 18%
109882;ISENTO;NACIONAL;7884,2079;7884,2079;7884,2079;7884,2079;0;7884,2079;8987,997006;7884,2079;7884,2079;0;0;7884,2079;0;0;7884,2079;0;7884,2079;7884,2079;0;0;7884,2079;7884,2079
109967;TRIBUTADO;IMPORTADO;326,55;330,73;0;314,27;0;326,55;0;328,63;330,74;0;0;339,44;0;328,62;284,91;0;350,45;350,45;0;0;326,54;0
109984;ISENTO;NACIONAL;185,34;185,34;185,34;185,34;0;185,34;226,02;185,34;185,34;0;0;185,34;0;0;185,34;0;185,34;185,34;0;0;185,34;185,34
109987;ISENTO;NACIONAL;17,4;17,4;17,4;17,4;0;17,4;18,56;17,4;17,4;0;0;17,4;0;0;17,4;0;17,4;17,4;0;0;17,4;17,4
110030;TRIBUTADO;IMPORTADO;2706,45;2744,53;0;2744,53;0;2706,45;0;2725,36;2744,53;0;0;2823,99;0;2706,45;2706,45;0;2744,53;2744,53;0;0;2706,45;0
110031;TRIBUTADO;IMPORTADO;1353,22;1372,26;0;1372,26;0;1353,22;0;1362,67;1372,26;0;0;1411,99;0;1353,22;1353,22;0;1372,26;1372,26;0;0;1353,22;0
110032;TRIBUTADO;IMPORTADO;451,05;457,41;0;457,41;0;451,05;0;454,2;457,41;0;0;470,65;0;451,05;451,05;0;457,41;457,41;0;0;451,05;0
110040;TRIBUTADO;IMPORTADO;6521,17;6612,9;0;6612,9;0;6521,17;0;6566,72;6612,9;0;0;6804,36;0;6521,17;6521,17;0;6612,9;6612,9;0;0;6521,17;0
110050;TRIBUTADO;IMPORTADO;111,02;112,38;0;112,38;0;111,02;0;111,7;112,38;0;0;115,19;0;111,02;111,02;0;112,38;112,38;0;0;111,02;0
110072;TRIBUTADO;IMPORTADO;3464,52;3513,26;0;3513,26;0;3464,52;0;3488,72;3513,26;0;0;3614,98;0;3464,52;3464,52;0;3513,26;3513,26;0;0;3464,52;0
110075;TRIBUTADO;NACIONAL;0;0;0;26701,97;0;0;0;0;0;0;0;0;0;25471,22;0;25635,55;25802,01;25802,01;0;0;0;0
110081;TRIBUTADO;IMPORTADO;8534,18;8638,25;0;8638,25;0;8534,18;0;8585,9;8638,25;0;0;8854,21;0;8534,18;8534,18;0;8638,25;8638,25;0;0;8534,18;0
110087;TRIBUTADO;IMPORTADO;14942,06;15152,25;0;15152,25;0;14942,06;0;15046,43;15152,25;0;0;15590,94;0;14942,06;14942,06;0;15152,25;15152,25;0;0;14942,06;0
110088;TRIBUTADO;IMPORTADO;7471,03;7576,12;0;7576,12;0;7471,03;0;7523,21;7576,12;0;0;7795,46;0;7471,03;7471,03;0;7576,12;7576,12;0;0;7471,03;0
110093;TRIBUTADO;NACIONAL;34313,74;34796,44;0;34796,44;0;0;0;0;0;0;0;0;0;34313,74;34313,74;34553,41;34796,44;34796,44;35803,86;0;34313,74;0
110094;TRIBUTADO;NACIONAL;0;0;0;11778,94;0;0;0;0;0;0;0;0;0;11335,67;0;11407,87;11480,99;11480,99;0;0;0;0
110095;TRIBUTADO;IMPORTADO;25,6;25,93;0;23,9;0;25,59;0;25,76;25,93;0;0;26,62;0;25,76;22,32;0;27,47;27,47;0;0;25,59;0
110112;TRIBUTADO;NACIONAL;215,59;218,43;0;243,66;0;0;0;0;0;0;0;0;0;208,27;197,99;209,63;211,01;211,01;216,72;0;250,94;0
110120;TRIBUTADO;IMPORTADO;10736,17;10887,18;0;10887,18;0;10736,17;0;10811,15;10887,18;0;0;11202,4;0;10736,17;10736,17;0;10887,18;10887,18;0;0;10736,17;0
110122;TRIBUTADO;NACIONAL;6150,96;6225,97;0;6225,97;0;0;0;0;0;0;0;0;0;6150,96;6150,96;6188,24;6225,97;6225,97;6381,63;0;6150,96;0
110136;TRIBUTADO;NACIONAL;183,55;185,94;0;184,54;0;0;0;0;0;0;0;0;0;180,47;171,67;181,63;182,81;182,81;187,69;0;191,47;0
110140;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;52729,34;52729,34;53097,63;53471,09;53471,09;55019,18;0;52729,34;0
110141;ISENTO;IMPORTADO;391,1380704;391,1380704;391,1380704;391,1380704;0;391,1380704;445,8974003;391,1380704;391,1380704;0;0;391,1380704;0;0;391,1380704;0;391,1380704;391,1380704;0;0;391,1380704;391,1380704
110142;ISENTO;IMPORTADO;191,4336547;191,4336547;191,4336547;191,4336547;0;191,4336547;218,2343664;191,4336547;191,4336547;0;0;191,4336547;0;0;191,4336547;0;191,4336547;191,4336547;0;0;191,4336547;191,4336547
110144;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110145;TRIBUTADO;NACIONAL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110146;TRIBUTADO;IMPORTADO;0;0;0;0;0;0;0;0;7735,222528;0;0;0;0;7627,92;0;0;7735,22;7735,22;0;0;0;0
110158;TRIBUTADO;IMPORTADO;101,07;102,44;0;93,71;0;101,07;0;101,75;102,44;0;0;105,28;0;102,52;87,96;0;108,96;108,96;0;0;101,07;0
110159;TRIBUTADO;IMPORTADO;15031,57;15243,02;0;15243,02;0;0;0;0;0;0;0;0;0;15031,57;15031,57;15136,56;15243,02;15243,02;15684,34;0;15031,57;0
110167;TRIBUTADO;NACIONAL;7259,3402;7361,466;0;7361,466;0;0;0;0;0;0;0;0;0;7259,3402;7259,3402;7310,0454;7361,466;7361,466;0;0;7259,3402;0
110168;TRIBUTADO;NACIONAL;9679,1268;9815,288;0;9815,288;0;0;0;0;0;0;0;0;0;9679,1268;9679,1268;9746,737;9815,288;9815,288;0;0;9679,1268;0
110177;TRIBUTADO;NACIONAL;195,98;198,49;0;185,22;0;0;0;0;0;0;0;0;0;189,58;180,44;190,79;192,01;192,01;197,06;0;204,29;0
110178;TRIBUTADO;NACIONAL;127,74;129,38;0;117,98;0;0;0;0;0;0;0;0;0;120,62;114,81;121,39;122,17;122,17;125,38;0;130,12;0
110180;TRIBUTADO;IMPORTADO;19606,43;19882,23;0;19882,23;0;19606,43;0;19743,37;19882,23;0;0;20457,86;0;19606,43;19606,43;0;19882,23;19882,23;0;0;19606,43;0
110181;TRIBUTADO;IMPORTADO;26141,88;26509,63;0;26509,63;0;26141,88;0;26324,47;26509,63;0;0;27277,13;0;26141,88;26141,88;0;26509,63;26509,63;0;0;26141,88;0
110183;TRIBUTADO;NACIONAL;17127,14;17349,57;0;17119,12;0;0;0;0;0;0;0;0;0;15441,69;14688,44;15541,32;15642,23;15642,23;16059,36;0;17853,1;0
110185;TRIBUTADO;NACIONAL;18941,43;19187,42;0;18932,56;0;0;0;0;0;0;0;0;0;17077,44;16244,39;17187,61;17299,22;17299,22;17760,53;0;19744,29;0
110186;TRIBUTADO;NACIONAL;17957,45;18190,66;0;17949,04;0;0;0;0;0;0;0;0;0;16190,29;15400,52;16294,74;16400,55;16400,55;16837,9;0;18718,6;0
110187;TRIBUTADO;NACIONAL;20835,64;20899,23;0;20825,89;0;0;0;0;0;0;0;0;0;19421,33;18237,97;18906,44;19677,15;19677,15;20209,58;0;21718,79;0
110205;TRIBUTADO;NACIONAL;11220,38;11372,73;0;11372,73;0;0;0;0;0;0;0;0;0;11220,38;11220,38;11296,04;11372,73;11372,73;11690,21;0;11220,38;0
110215;TRIBUTADO;IMPORTADO;0;0;0;0;0;9533,58;0;9600,17;9667,69;0;0;9947,59;0;9533,58;9533,58;0;9667,69;9667,69;0;0;9533,58;0
110216;TRIBUTADO;IMPORTADO;0;0;0;0;0;4766,78;0;4800,08;4833,84;0;0;4973,79;0;4766,78;4766,78;0;4833,84;4833,84;0;0;4766,78;0
110218;TRIBUTADO;IMPORTADO;2822,08;2856,5;0;2856,5;0;2822,08;0;2839,19;2856,5;0;0;2927,91;0;2822,08;2822,08;0;2856,5;2856,5;0;0;2822,08;0
110219;TRIBUTADO;NACIONAL;341598,2074;341598,2074;0;341598,2074;0;0;0;0;0;0;0;0;0;341598,2074;341598,2074;341598,2074;341598,2074;341598,2074;426672,0872;0;341598,2074;0
110232;TRIBUTADO;IMPORTADO;70428,58;71419,3;0;71419,3;0;70428,58;0;70920,49;71419,3;0;0;73487,03;0;70428,58;70428,58;0;71419,3;71419,3;0;0;70428,58;0
110238;TRIBUTADO;NACIONAL;8849,04;8962,49;0;8974;0;0;0;0;0;0;0;0;0;8038,54;7651,14;8089,74;8141,6;8141,6;8355,85;0;8849,22;0
110251;TRIBUTADO;NACIONAL;8849,04;8962,49;0;8974;0;0;0;0;0;0;0;0;0;8038,54;7651,14;8089,74;8141,6;8141,6;8355,85;0;8849,22;0
110253;TRIBUTADO;IMPORTADO;78216,87;79317,15;0;79317,15;0;78216,87;0;78763,18;79317,15;0;0;81613,54;0;78216,87;78216,87;0;79317,15;79317,15;0;0;78216,87;0
110261;TRIBUTADO;NACIONAL;98,58;99,84;0;99,34;0;0;0;0;0;0;0;0;0;89,93;94,48;95,08;95,69;95,69;98,21;0;102,83;0
110267;TRIBUTADO;IMPORTADO;311,7;316,08;0;316,08;0;311,7;0;313,88;316,08;0;0;325,24;0;311,7;311,7;0;316,08;316,08;0;0;311,7;0
110272;TRIBUTADO;NACIONAL;103,76;105,1;0;104,31;0;0;0;0;0;0;0;0;0;100,73;95,82;101,38;102,04;102,04;104,76;0;108,23;0
110300;TRIBUTADO;IMPORTADO;1090,51;1104,49;0;1004,54;0;1073,31;0;1080,14;1087,07;0;0;1115,68;0;1123,83;947,84;0;1140,1;1140,1;0;0;1086,42;0
110304;TRIBUTADO;NACIONAL;1353,984;1353,984;0;1353,984;0;0;0;0;0;0;0;0;0;1353,984;1353,984;1353,984;1353,984;1353,984;1353,984;0;1353,984;0
110305;TRIBUTADO;NACIONAL;2456,17;2456,17;0;2456,17;0;0;0;0;0;0;0;0;0;2456,17;2456,17;2456,17;2456,17;2456,17;2456,17;0;2456,17;0
110321;TRIBUTADO;NACIONAL;50563,04;51274,31;0;51274,31;0;0;0;0;0;0;0;0;0;50563,04;50563,04;50916,2;51274,31;51274,31;52758,8;0;50563,04;0
110335;TRIBUTADO;IMPORTADO;12370,97;12531,63;0;12325,99;0;12210,38;0;12289,16;12368,96;0;0;12698,8;0;12289,59;10638,67;0;13010,7;13010,7;0;0;12626,74;0
110347;TRIBUTADO;NACIONAL;5973,39;6050,97;0;5970,58;0;0;0;0;0;0;0;0;0;5757,13;5476,29;5794,27;5831,89;5831,89;5987,41;0;6226,57;0
110350;TRIBUTADO;IMPORTADO;5732,55;5813,19;0;5813,19;0;5732,55;0;5772,59;5813,19;0;0;5981,5;0;5732,55;5732,55;0;5813,19;5813,19;0;0;5732,55;0
110351;TRIBUTADO;IMPORTADO;11465,13;11626,41;0;11626,41;0;11465,13;0;11545,21;11626,41;0;0;11963,02;0;11465,13;11465,13;0;11626,41;11626,41;0;0;11465,13;0
110352;TRIBUTADO;IMPORTADO;17197,69;17439,61;0;17439,61;0;17197,69;0;17317,81;17439,61;0;0;17944,52;0;17197,69;17197,69;0;17439,61;17439,61;0;0;17197,69;0
110359;TRIBUTADO;NACIONAL;1138,11;1154,12;0;1154,12;0;0;0;0;0;0;0;0;0;1138,11;1138,11;1146,05;1154,12;1154,12;1187,53;0;1138,11;0
110372;TRIBUTADO;NACIONAL;8422,96;8541,44;0;8541,44;0;0;0;0;0;0;0;0;0;8422,96;8422,96;8481,79;8541,44;8541,44;8788,73;0;8422,96;0
110373;TRIBUTADO;NACIONAL;49449,88;50145,49;0;50145,49;0;0;0;0;0;0;0;0;0;49449,88;49449,88;49795,27;50145,49;50145,49;51597,3;0;49449,88;0
110380;TRIBUTADO;NACIONAL;39025,22;39574,19;0;39574,19;0;0;0;0;0;0;0;0;0;39025,22;39025,22;39297,79;39574,19;39574,19;40719,93;0;39025,22;0
110381;TRIBUTADO;NACIONAL;455,38;461,78;0;461,78;0;0;0;0;0;0;0;0;0;455,38;455,38;458,56;461,78;461,78;475,15;0;455,38;0
110387;TRIBUTADO;NACIONAL;28,18;28,55;0;28,33;0;0;0;0;0;0;0;0;0;27,01;25,69;27,18;27,36;27,36;28,09;0;29,4;0
110394;TRIBUTADO;IMPORTADO;91,86;93,04;0;85,97;0;91,86;0;92,44;93,04;0;0;95,48;0;20,5;80,15;0;21,86;21,86;0;0;91,86;0
110407;TRIBUTADO;NACIONAL;14128,52;14327,27;0;14327,27;0;0;0;0;0;0;0;0;0;14128,52;14128,52;14227,2;14327,27;14327,27;14742,07;0;14128,52;0
110409;TRIBUTADO;NACIONAL;28257,08;28654,58;0;28654,58;0;0;0;0;0;0;0;0;0;28257,08;28257,08;28454,45;28654,58;28654,58;29484,18;0;28257,08;0
110491;ISENTO;NACIONAL;146,52;146,52;146,52;146,52;0;146,52;155,3112;146,52;146,52;0;0;146,52;0;0;146,52;0;146,52;146,52;0;0;146,52;146,52
110492;ISENTO;NACIONAL;852,7464;852,7464;852,7464;852,7464;0;852,7464;903,911184;852,7464;852,7464;0;0;852,7464;0;0;852,7464;0;852,7464;852,7464;0;0;852,7464;852,7464
110493;ISENTO;NACIONAL;586,08;586,08;586,08;586,08;0;586,08;621,2448;586,08;586,08;0;0;586,08;0;0;586,08;0;586,08;586,08;0;0;586,08;586,08
110502;TRIBUTADO;IMPORTADO;0;0;0;12351,079;0;12179,747;0;12264,817;12351,079;0;0;0;0;12179,75;0;0;12351,08;12351,08;0;0;0;0
110539;TRIBUTADO;NACIONAL;130,87;132,57;0;131,57;0;0;0;0;0;0;0;0;0;125,8;119,66;126,61;127,43;127,43;130,83;0;136,51;0
110565;TRIBUTADO;IMPORTADO;16596,24;16806,32;0;16610,21;0;16380,81;0;16483,84;16588,16;0;0;17019,03;0;16484,43;14287,73;0;17448,82;17448,82;0;0;17192,73;0
110566;TRIBUTADO;IMPORTADO;5532,06;5602,09;0;5536,73;0;5460,26;0;5494,6;5529,38;0;0;5673;0;5494,8;4762,57;0;5816,27;5816,27;0;0;5730,9;0
110567;TRIBUTADO;IMPORTADO;614,01;622,65;0;622,65;0;614,01;0;618,3;622,65;0;0;640,67;0;614,01;614,01;0;622,65;622,65;0;0;614,01;0
110568;TRIBUTADO;IMPORTADO;781,97;792,97;0;792,97;0;781,97;0;787,43;792,97;0;0;815,93;0;781,97;781,97;0;792,97;792,97;0;0;781,97;0
110569;ISENTO;NACIONAL;1179,98;1179,98;1179,98;1179,98;0;1179,98;1261,36;1179,98;1179,98;0;0;1179,98;0;0;1179,98;0;1179,98;1179,98;0;0;1179,98;1179,98
110572;TRIBUTADO;IMPORTADO;0;0;0;11275,42;0;12020,59;0;12096,19;12172,75;0;0;0;0;12119,58;0;0;12893,84;12893,84;0;0;0;0
110590;TRIBUTADO;NACIONAL;45,01;45,56;0;45,56;0;0;0;0;0;0;0;0;0;45,01;45,01;45,28;45,56;45,56;46,7;0;45,01;0
110604;TRIBUTADO;NACIONAL;17409,1075;17654,00708;0;17654,00708;0;0;0;0;0;0;0;0;0;17409,1075;17409,1075;17530,70724;17654,00708;17654,00708;18165,12507;0;17409,1075;0
110605;TRIBUTADO;NACIONAL;34818,22661;35308,01416;0;35308,01416;0;0;0;0;0;0;0;0;0;34818,22661;34818,22661;35061,41448;35308,01416;35308,01416;36330,25014;0;34818,22661;0
110606;TRIBUTADO;NACIONAL;37065,66479;37587,07794;0;37587,07794;0;0;0;0;0;0;0;0;0;37065,66479;37065,66479;37324,55167;37587,07794;37587,07794;38675,29097;0;37065,66479;0
110638;TRIBUTADO;IMPORTADO;458,97;465,42;0;465,42;0;458,97;0;462,18;465,42;0;0;478,9;0;458,97;458,97;0;465,42;465,42;0;0;458,97;0
110639;TRIBUTADO;IMPORTADO;533,91;541,42;0;541,42;0;533,91;0;537,64;541,42;0;0;557,1;0;533,91;533,91;0;541,42;541,42;0;0;533,91;0
110640;TRIBUTADO;IMPORTADO;425,56;431,55;0;431,55;0;425,56;0;428,54;431,55;0;0;444,05;0;425,56;425,56;0;431,55;431,55;0;0;425,56;0
110642;TRIBUTADO;IMPORTADO;13383,23;13571,49;0;13571,49;0;13383,23;0;13476,69;13571,49;0;0;13964,41;0;13383,23;13383,23;0;13571,49;13571,49;0;0;13383,23;0
110643;TRIBUTADO;IMPORTADO;212,78;215,77;0;215,77;0;212,78;0;214,28;215,77;0;0;222,03;0;212,78;212,78;0;215,77;215,77;0;0;212,78;0
110644;TRIBUTADO;IMPORTADO;13383,23;13571,49;0;13571,49;0;13383,23;0;13476,69;13571,49;0;0;13964,41;0;13383,23;13383,23;0;13571,49;13571,49;0;0;13383,23;0
110645;TRIBUTADO;IMPORTADO;221,18;224,29;0;224,29;0;221,18;0;222,72;224,29;0;0;230,78;0;221,18;221,18;0;224,29;224,29;0;0;221,18;0
110646;TRIBUTADO;IMPORTADO;442,41;448,63;0;448,63;0;442,41;0;445,49;448,63;0;0;461,62;0;442,41;442,41;0;448,63;448,63;0;0;442,41;0
110648;ISENTO;IMPORTADO;8553,323531;8553,323531;8553,323531;8553,323531;0;8553,323531;9750,788826;8553,323531;8553,323531;0;0;8553,323531;0;0;8553,323531;0;8553,323531;8553,323531;0;0;8553,323531;8553,323531
110649;TRIBUTADO;IMPORTADO;11097,43;11248,11;0;11248,11;0;11097,43;0;11172,26;11248,11;0;0;11562,11;0;11097,43;11097,43;0;11248,11;11248,11;0;0;11097,43;0
110650;TRIBUTADO;IMPORTADO;3630,26;3674,53;0;3674,53;0;3630,26;0;3652,26;3674,53;0;0;3766,4;0;3630,26;3630,26;0;3674,53;3674,53;0;0;3630,26;0
110651;TRIBUTADO;IMPORTADO;7260,53;7349,07;0;7349,07;0;7260,53;0;7304,53;7349,07;0;0;7532,8;0;7260,53;7260,53;0;7349,07;7349,07;0;0;7260,53;0
110652;TRIBUTADO;IMPORTADO;907,56;918,62;0;918,62;0;907,56;0;913,06;918,62;0;0;941,59;0;907,56;907,56;0;918,62;918,62;0;0;907,56;0
110654;TRIBUTADO;IMPORTADO;1815,12;1837,25;0;1837,25;0;1815,12;0;1826,12;1837,25;0;0;1883,18;0;1815,12;1815,12;0;1837,25;1837,25;0;0;1815,12;0
110655;TRIBUTADO;IMPORTADO;32737,58;33162,74;0;30752,71;0;32768,35;0;32979,76;33193,92;0;0;34079,09;0;32294,95;28762,32;0;34676,82;34676,82;0;0;32707,22;0
110657;TRIBUTADO;IMPORTADO;4828,93;4896,86;0;4896,86;0;4828,93;0;4862,66;4896,86;0;0;5038,63;0;4828,93;4828,93;0;4896,86;4896,86;0;0;4828,93;0
110670;TRIBUTADO;IMPORTADO;42389,38;42985,68;0;42985,68;0;42389,38;0;42685,43;42985,68;0;0;44230,2;0;42389,38;42389,38;0;42985,68;42985,68;0;0;42389,38;0
110672;ISENTO;IMPORTADO;825,74;825,74;825,74;825,74;0;825,74;882,69;825,74;825,74;0;0;825,74;0;0;825,74;0;825,74;825,74;0;0;825,74;825,74
110674;TRIBUTADO;IMPORTADO;28241,32;28638,59;0;28638,59;0;28241,32;0;28438,57;28638,59;0;0;29467,73;0;28241,32;28241,32;0;28638,59;28638,59;0;0;28241,32;0
110675;ISENTO;NACIONAL;0;0;0;868,09;0;868,09;0;868,09;868,09;0;0;868,09;0;0;0;0;868,09;868,09;0;0;0;868,09
110676;ISENTO;NACIONAL;0;0;0;696,65;0;696,65;743,62;696,65;696,65;0;0;696,65;0;0;0;0;696,65;696,65;0;0;0;696,65
110679;ISENTO;NACIONAL;1232,1;1232,1;1232,1;1232,1;0;1232,1;1306,026;1232,1;1232,1;0;0;1232,1;0;0;1232,1;0;1232,1;1232,1;0;0;1232,1;1232,1
110685;TRIBUTADO;NACIONAL;7146,18;7146,18;0;7146,18;0;0;0;0;0;0;0;0;0;7146,18;7146,18;7146,18;7146,18;7146,18;7146,18;0;7146,18;0
110705;TRIBUTADO;IMPORTADO;1921,53;1948,56;0;1948,56;0;1921,53;0;1934,94;1948,56;0;0;2004,98;0;1921,53;1921,53;0;1948,56;1948,56;0;0;1921,53;0
110706;TRIBUTADO;IMPORTADO;960,75;974,27;0;974,27;0;960,75;0;967,47;974,27;0;0;1002,48;0;960,75;960,75;0;974,27;974,27;0;0;960,75;0
110707;TRIBUTADO;IMPORTADO;640,51;649,53;0;649,53;0;640,51;0;644,99;649,53;0;0;668,33;0;640,51;640,51;0;649,53;649,53;0;0;640,51;0
110722;TRIBUTADO;NACIONAL;4424,51;4481,23;0;4485,84;0;0;0;0;0;0;0;0;0;4019,26;3825,56;4044,86;4070,79;4070,79;4177,92;0;4424,6;0
110723;TRIBUTADO;NACIONAL;8849,04;8962,49;0;8974;0;0;0;0;0;0;0;0;0;8038,54;7651,14;8089,74;8141,6;8141,6;8355,85;0;8849,22;0
110730;TRIBUTADO;IMPORTADO;301,71;305,39;0;305,39;0;301,71;0;303,54;305,39;0;0;313,03;0;301,71;301,71;0;305,39;305,39;0;0;301,71;0
110747;TRIBUTADO;IMPORTADO;17787,69;18004,62;0;18004,62;0;17787,69;0;17895,5;18004,62;0;0;18454,74;0;17787,69;17787,69;0;18004,62;18004,62;0;0;17787,69;0
110756;TRIBUTADO;IMPORTADO;8819,46;8943,53;0;8943,53;0;8819,46;0;8881,06;8943,53;0;0;9202,46;0;8819,46;8819,46;0;8943,53;8943,53;0;0;8819,46;0
110757;TRIBUTADO;IMPORTADO;17638,94;17887,07;0;17887,07;0;17638,94;0;17762,14;17887,07;0;0;18404,93;0;17638,94;17638,94;0;17887,07;17887,07;0;0;17638,94;0
110758;TRIBUTADO;IMPORTADO;22027,95;22337,82;0;22337,82;0;22027,95;0;22181,81;22337,82;0;0;22984,54;0;22027,95;22027,95;0;22337,82;22337,82;0;0;22027,95;0
110759;TRIBUTADO;IMPORTADO;6142,04;6228,45;0;6228,45;0;6142,04;0;6184,94;6228,45;0;0;6408,77;0;6142,04;6142,04;0;6228,45;6228,45;0;0;6142,04;0
110760;TRIBUTADO;IMPORTADO;11013,97;11168,92;0;11168,92;0;11013,97;0;11090,9;11168,92;0;0;11492,28;0;11013,97;11013,97;0;11168,92;11168,92;0;0;11013,97;0
110762;TRIBUTADO;IMPORTADO;3071,03;3114,23;0;3114,23;0;3071,03;0;3092,48;3114,23;0;0;3204,39;0;3071,03;3071,03;0;3114,23;3114,23;0;0;3071,03;0
110771;TRIBUTADO;IMPORTADO;680,34;689,17;0;597,63;0;680,97;0;685,37;689,82;0;0;708,21;0;684,09;597,72;0;734,54;734,54;0;0;679,7;0
110772;TRIBUTADO;IMPORTADO;510,25;516,88;0;448,22;0;510,73;0;514,02;517,36;0;0;531,16;0;513,06;448,29;0;550,91;550,91;0;0;509,77;0
110773;TRIBUTADO;IMPORTADO;340,16;344,58;0;298,81;0;340,48;0;342,68;344,9;0;0;354,1;0;342,04;298,86;0;367,26;367,26;0;0;339,85;0
110775;TRIBUTADO;IMPORTADO;4761,611;4828,593;0;4828,593;0;4761,611;0;4794,869;4828,593;0;0;4968,39;0;4761,61;4761,611;0;4828,59;4828,59;0;0;4761,611;0
110776;TRIBUTADO;IMPORTADO;6879,572264;6976,327745;0;6976,327745;0;6879,572264;0;6927,618347;6976,327745;0;0;7178,288799;0;6879,57;6879,572264;0;6976,33;6976,33;0;0;6879,572264;0
110777;TRIBUTADO;IMPORTADO;6336,745;6425,884;0;6425,884;0;6336,745;0;6381,005;6425,884;0;0;6611,926;0;6336,75;6336,745;0;6425,88;6425,88;0;0;6336,745;0
110778;TRIBUTADO;IMPORTADO;3168,372;3212,942;0;3212,942;0;3168,372;0;3190,502;3212,942;0;0;3305,962;0;3168,37;3168,372;0;3212,94;3212,94;0;0;3168,372;0
110779;TRIBUTADO;IMPORTADO;96,03;97,26;0;92,42;0;96,03;0;96,64;97,26;0;0;99,82;0;96,64;83,79;0;102,68;102,68;0;0;96,03;0
110780;TRIBUTADO;IMPORTADO;39,31;39,81;0;37,83;0;39,31;0;39,56;39,81;0;0;40,86;0;39,55;34,29;0;42,03;42,03;0;0;39,3;0
110790;TRIBUTADO;NACIONAL;0;0;0;180,5;0;0;0;0;0;0;0;0;0;0;0;179,41;180,5;180,5;0;0;0;0
110793;TRIBUTADO;NACIONAL;814,95;825,53;0;819,33;0;0;0;0;0;0;0;0;0;782,41;744,24;787,45;792,57;792,57;813,7;0;850,06;0
110794;TRIBUTADO;NACIONAL;0;0;0;1805,05;0;0;0;0;0;0;0;0;0;0;0;1794,18;1805,05;1805,05;0;0;0;0
110798;TRIBUTADO;IMPORTADO;1013,82;1028,08;0;1028,08;0;1013,82;0;1020,9;1028,08;0;0;1057,84;0;1013,82;1013,82;0;1028,08;1028,08;0;0;1013,82;0
110832;ISENTO;NACIONAL;0;0;0;989,53;0;989,53;0;989,53;989,53;0;0;989,53;0;0;0;0;989,53;989,53;0;0;0;989,53
110834;ISENTO;NACIONAL;0;0;0;2474,05;0;2474,05;0;2474,05;2474,05;0;0;2474,05;0;0;0;0;2474,05;2474,05;0;0;0;2474,05
110836;TRIBUTADO;IMPORTADO;987,95;1000;0;1000;0;987,95;0;993,94;1000;0;0;1025;0;987,95;987,95;0;1000;1000;0;0;987,95;0
110838;TRIBUTADO;IMPORTADO;3051,32;3094,24;0;3094,24;0;3051,32;0;3072,63;3094,24;0;0;3183,83;0;3051,32;3051,32;0;3094,24;3094,24;0;0;3051,32;0
110840;TRIBUTADO;IMPORTADO;1614,11;1633,79;0;1633,79;0;1614,11;0;1623,89;1633,79;0;0;1674,64;0;1614,11;1614,11;0;1633,79;1633,79;0;0;1614,11;0
110841;TRIBUTADO;IMPORTADO;1481,93;1500;0;1500;0;1481,93;0;1490,91;1500;0;0;1537,5;0;1481,93;1481,93;0;1500;1500;0;0;1481,93;0
110843;TRIBUTADO;NACIONAL;63660,7;64556,22;0;64556,22;0;0;0;0;0;0;0;0;0;63660,7;63660,7;64105,34;64556,22;64556,22;66425,25;0;63660,7;0
110845;TRIBUTADO;NACIONAL;18289,97;18547,26;0;18547,26;0;0;0;0;0;0;0;0;0;18289,97;18289,97;18417,72;18547,26;18547,26;19084,24;0;18289,97;0
110854;TRIBUTADO;NACIONAL;18732,58;18969,71;0;19465,63;0;0;0;0;0;0;0;0;0;16939,04;16132,42;17045,57;17153,46;17153,46;17599;0;18715,75;0
110864;TRIBUTADO;IMPORTADO;5435,15;5511,61;0;5511,61;0;5435,15;0;5473,11;5511,61;0;0;5671,18;0;5435,15;5435,15;0;5511,61;5511,61;0;0;5435,15;0
110868;ISENTO;NACIONAL;3850,3125;3850,3125;3850,3125;3850,3125;0;3850,3125;0;3850,3125;3850,3125;0;0;3850,3125;0;0;3850,3125;0;3850,3125;3850,3125;0;0;3850,3125;3850,3125
110869;ISENTO;NACIONAL;1540,125;1540,125;1540,125;1540,125;0;1540,125;0;1540,125;1540,125;0;0;1540,125;0;0;1540,125;0;1540,125;1540,125;0;0;1540,125;1540,125
110879;ISENTO;NACIONAL;5875,75;5875,75;5875,75;5875,75;0;5875,75;7165,56;5875,75;5875,75;0;0;5875,75;0;0;5875,75;0;5875,75;5875,75;0;0;5875,75;5875,75
